1157,Franklin
1158,California
1159,Fulton
1160,Utah
1161,Maiden
1162,Main
1163,California
1164,Sansome
1165,De Haro
1166,Clayton
1167,25th
1168,Benton
1169,30th
1170,San Fernando
1171,Carmel
1172,Sansome
1173,Vicente
1174,Grove
1175,Carmel
1176,Oak
1177,11th
1178,Sola
1179,Peralta
1180,San Bruno
1181,Spear
1182,San Juan
1183,Sutter
1184,California
1185,Beale
1186,47th
1187,Julian
1188,35th
1189,Hayes
1190,Phelan
1191,Molimo
1192,Mission
1193,21st
1194,Owens
1195,Chestnut
1196,Harrison
1197,Pine
1198,Howth
1199,Sacramento
1200,Andover
1201,Octavia
1202,New Montgomery
1203,Sanchez
1204,Sanchez
1205,Sanchez
1206,Mcallister
1207,Mcallister
1208,Larkin
1209,Polk
1210,17th
1211,Kirkham
1212,Castro
1213,Banks
1214,Sacramento
1215,Pine
1216,Hoff
1217,Jones
1218,Vicksburg
1219,Green
1220,San Aleso
1221,Fernwood
1222,Sacramento
1223,Perine
1224,Junipero Serra
1225,Cumberland
1226,21st
1227,Market
1228,Larkin
1229,Market
1230,23rd
1231,Stockton
1232,Market
1233,Stockton
1234,Fulton
1235,Montgomery
1236,45th
1237,Warren
1238,Mission
1239,Geary
1240,Geary
1241,Clayton
1242,Clayton
1243,Clayton
1244,Seacliff
1245,Pacific
1246,Leroy
1247,Leroy
1248,Leroy
1249,Clement
1250,Germania
1251,Germania
1252,07th
1253,Lincoln
1254,Ellis
1255,Carl
1256,Glover
1257,Lurmont
1258,Belgrave
1259,Mason
1260,Orizaba
1261,Chestnut
1262,Francisco
1263,Carl
1264,41st
1265,Jersey
1266,Green
1267,Mangels
1268,Capp
1269,Capp
1270,34th
1271,Keystone
1272,22nd
1273,07th
1274,Los Palmos
1275,Seneca
1276,Post
1277,Market
1278,Vallejo
1279,California
1280,Guerrero
1281,Noe
1282,Noe
1283,Noe
1284,Mission
1285,Bancroft
1286,Casitas
1287,Spear
1288,04th
1289,Montgomery
1290,Lake
1291,Banks
1292,Grafton
1293,Vallejo
1294,06th
1295,Caselli
1296,Page
1297,Pacific
1298,Parkridge
1299,Vienna
1300,Mission
1301,Lake
1302,Berry
1303,Lombard
1304,Broadway
1305,California
1306,Larkin
1307,Howard
1308,16th
1309,Paloma
1310,Kirkham
1311,Alabama
1312,Linda
1313,Linda
1314,Folsom
1315,San Juan
1316,Cole
1317,Folsom
1318,Ashbury
1319,Amethyst
1320,California
1321,Gilman
1322,Marietta
1323,Castro
1324,Mission
1325,Eddy
1326,Capp
1327,Capp
1328,Sanchez
1329,Seminole
1330,Presidio
1331,Ewing
1332,Stevenson
1333,Munich
1334,Powell
1335,West Clay
1336,Lexington
1337,Lexington
1338,Santa Clara
1339,Lake
1340,Santa Clara
1341,Valencia
1342,Townsend
1343,45th
1344,22nd
1345,40th
1346,Minnesota
1347,Vallejo
1348,Lake
1349,Richland
1350,Naples
1351,Minnesota
1352,Clayton
1353,Wilde
1354,San Jose
1355,Fulton
1356,Longview
1357,Cornwall
1358,Post
1359,Bonview
1360,Belvedere
